80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 8
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 6
20, 8
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 8
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 8
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 8
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 8
20, 9
80, 7
20, 8
80, 8
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 6
20, 7
80, 7
20, 9
80, 6
20, 8
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 8
20, 8
80, 8
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 6
20, 8
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 6
20, 8
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 8
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 6
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
20, 8
80, 7
20, 9
80, 7
20, 8
80, 7
20, 8
80, 7
